,tweet
12094,"“His qualifications are beyond reproach. He’s one of the most decent people I’ve ever met.” - @LindseyGrahamSC 
Week One. #SCOTUS https://t.co/HmGeurjO75"
12095,"“Kavanaugh is a solid pick for the Supreme Court. He is a true conservative and considered a brilliant thinker by his contemporaries.” More below from @bostonherald on Judge Brett Kavanaugh. #SCOTUS 
https://t.co/75eHLxakSH"
12096,"“A judge’s job is to defend the Constitution, to defend the rights of the individuals.”- @SenSasse
Week One. #SCOTUS https://t.co/Ni1Ursgu9O"
12097,Widespread praise for Judge Brett Kavanaugh. Here are some of the ways he’s been described since his nomination. #SCOTUS https://t.co/yVeQb8qcWz
12098,"Small business optimism continues to hover near an all-time high thanks to tax relief and regulatory reform, which are helping small businesses grow. @NFIB https://t.co/hRrKo4XqfF"
12099,"“The role of a judge is to review and interpret the written text.” - @SenDanSullivan
Week One. #SCOTUS https://t.co/fGi7VKax0i"
12100,"“Judge Kavanaugh is firmly in the judicial mainstream, although Democrats will no doubt try to twist him into a rabid, dangerous extremist.” More from @reviewjournal on Democrats’ partisan opposition to “excellent choice” Judge Brett Kavanaugh. #SCOTUS 
https://t.co/gx4AJSzjeL"
12101,"“He’s a guy with great compassion, great humility, and a big heart.” 
- @SenRobPortman
Week One. #SCOTUS https://t.co/uYOGo8wW03"
12102,"“President Trump has selected an individual that will faithfully uphold the Constitution of the United States.” - @VP
Week One. #SCOTUS https://t.co/YWALR7r6JF"
12103,"“Judge Kavanaugh is an independent judge, and the kind of judge we need to fill this critical open seat on the United States Supreme Court.” Read more below from @SenDavidPerdue in the Marietta Daily Journal. #SCOTUS 
https://t.co/KAHnce7anb"
12104,"“President Trump has made an outstanding choice … he’s a terrific human being. He’s honest, decent, a good family man.” - @SenOrrinHatch
Week One. #SCOTUS https://t.co/LqNvZIt3T6"
12105,Praise for Judge Brett Kavanaugh from the @WSJ. #SCOTUS https://t.co/BzJ0XGf8KS
12106,"“They will call him every name in the book. But before too long, they will, as they should, be calling him ‘Justice.’” Read more below from the editors of the National Review on Judge Brett Kavanaugh’s nomination. #SCOTUS 
https://t.co/XBJVlX6uIX"
12107,"“Judge Brett Kavanaugh, one of the most widely respected judges in the country.” – @ChuckGrassley, chairman of the Senate Judiciary Committee. Week One. #SCOTUS https://t.co/ONp1LItTax"
12108,"Judge Brett Kavanaugh, who has been nominated to the #SCOTUS, has outstanding credentials. He:
▶︎ Graduated from Yale Law School
▶︎ Clerked for Justice Kennedy
▶︎ Currently sits on the D.C. Circuit
▶︎ Serves as the Samuel Williston Lecturer at Harvard Law School https://t.co/EWSKwnSHgs"
12109,"Judge Brett Kavanaugh is universally respected by his peers. He is an outstanding, mainstream jurist, known for his:
🔶 Intellect
🔶 Persuasiveness
🔶 Ability to build consensus https://t.co/EkTDgsVkLc"
12110,"“I don’t know Kavanaugh the judge. But Kavanaugh the carpool dad is one great guy.” Read more about Judge Kavanaugh, the Supreme Court nominee, and “Coach K,” a mentor to student-athletes. #SCOTUS 
https://t.co/nEl9tvywGU"
12111,"“Judge Brett Kavanaugh Kicks Off First Week of Senate Meetings #SCOTUS”

https://t.co/a0RA1PHgSS"
12112,"“Kavanaugh worthy of speedy confirmation to Supreme Court” More below from @KyTodayEditor on Judge Brett Kavanaugh’s nomination to the Supreme Court.
https://t.co/CPP1ZBpGLa"
12113,"“If confirmed by the Senate, I will keep an open mind in every case and I will always strive to preserve the Constitution of the United States and the American rule of law.” – Judge Brett Kavanaugh #SCOTUS https://t.co/U6O4sXyZ3K"
12114,Truth. #SCOTUS https://t.co/S14V817I0b
12115,"“Judge Kavanaugh is one of the most qualified Supreme Court nominees to come before the Senate. ... He is a superb mainstream candidate worthy of the Senate’s consideration.” 
– @ChuckGrassley #SCOTUS
https://t.co/qiI4CSE49L"
12116,"“The judge’s job is to interpret the law, not to make the law or make policy.” – Judge Brett Kavanaugh
Read more from Judge Kavanaugh below. ⬇️ #SCOTUS
https://t.co/0BTHHlto6k"
12117,"#SCOTUS nominee Judge Brett Kavanaugh is an outstanding jurist. He is universally respected for his:
▶︎ Intellect
▶︎ Persuasiveness
▶︎ Temperament
▶︎ Ability to build consensus"
12118,"“Judge Kavanaugh has sterling academic credentials. He is widely admired for his intellect, experience, &amp; exemplary judicial temperament.” – @SenateMajLdr
More ⬇️ from Leader McConnell’s statement on Supreme Court nominee, Judge Brett Kavanaugh. #SCOTUS
https://t.co/yhKAMGKQnR"
12119,"Yesterday Judge Brett Kavanaugh, accompanied by @VP, met with @SenateMajLdr and @ChuckGrassley to begin the Supreme Court confirmation process. Today he will meet with more members of the Senate Judiciary Committee. #SCOTUS https://t.co/oCg63CLcHh"
12120,"Judge Brett Kavanaugh has outstanding credentials. Take a look:
▶︎ Graduated from Yale Law School
▶︎ Clerked for Justice Kennedy
▶︎ Currently sits on the D.C. Circuit – the “Second Highest Court in the Land”
▶︎ Serves as the Samuel Williston Lecturer at Harvard Law School"
12121,"“What matters is not a judge’s political views, but whether they can set aside those views to do what the law &amp; the Constitution require. I am pleased 2 say that I have found, without doubt, such a person.” – @POTUS
Learn more about Judge Kavanaugh ⬇️ 
https://t.co/0BTHHlto6k"
12122,Day one. #SCOTUS #KavanaughSCOTUS https://t.co/7MncFih8GF
12123,Tune in now as members of the @SenateGOP leadership team brief the press. https://t.co/OGEsVMQOEL
12124,History in the making last night as @POTUS nominated Judge Brett Kavanaugh to the Supreme Court of the United States. #SCOTUS https://t.co/tGag0Xwjz1
12125,"“Judge Kavanaugh’s judicial career has demonstrated his commitment to impartiality and faithful application of the Constitution.”
Read @SenJohnThune's statement regarding the nomination of Judge Kavanaugh to the Supreme Court below. #SCOTUS https://t.co/op74nrb84U"
12126,Breaking → @POTUS has nominated Brett Kavanaugh to the Supreme Court of the United States. #SCOTUS https://t.co/mml0K4yTeC
12127,#SCOTUS https://t.co/rswQc6O5cU
12128,"“Opportunity Zones bring promise, incentives to local communities” Read more about the benefits #OpportunityZones, a provision of the #TaxCutsandJobsAct, can bring to North Carolina in the Sun Journal below:
https://t.co/F8jtZ6YrSm"
12129,"This is good news ↓

✅ 601,000 Americans joined the labor force last month.

✅ 36,000 new manufacturing jobs were created in June.

✅ More than 1.2 million new jobs have been created since tax reform."
12130,“There are basically more jobs available than people trying to get them. It’s really a great situation here.” https://t.co/Jb5phgAtjR
12131,Happy birthday to President George W. Bush! https://t.co/tbzVqVCPKA
12132,"Let’s talk accomplishments. 
▶︎ #TaxReform
▶︎ Judicial nominees
▶︎ #VAMISSIONAct
▶︎ Dodd-Frank rollback
▶︎ #RightToTry
▶︎ #SESTA
(We could keep going, but we’re limited on characters here.) https://t.co/BjZ8kQ6zX6"
12133,Jobs! Jobs! More jobs! 🇺🇸 https://t.co/KcPHgVlFPw
12134,"Pennsylvania Gov. Tom Wolf talks #OpportunityZones: “We are hopeful this new incentive will bring much-needed investment to many distressed areas across the commonwealth.” Read more about Opportunity Zones, a provision of the #TaxCutsandJobsAct, below:
https://t.co/4NBzCIEbeO"
12135,"As we celebrate liberty this Fourth of July, we’re grateful for all the constituents who exercise one of our most important freedoms: the right to petition our elected representatives. Here are some great meetings we’ve had across the country: https://t.co/zzY6JBv1aB"
12136,"Happy birthday, America! #4thofJuly2018 https://t.co/W0s4UPLkF5"
12137,"This Fourth of July, we want to thank our constituents who faithfully exercise one of our great freedoms: to petition us on issues that matter the most to them. Democracy continues to flourish because of these exchanges! https://t.co/l5Tym03BTQ"
12138,"Since the passage of #TaxReform, we’ve seen:
→ Job creation
→ Unemployment at an 18-year low
→ Lower utility rates
→ Wages on the rise
→ Near-record small business optimism
And we’re just getting started! https://t.co/IhQekUhRFB"
12139,"Thanks to a provision in the #TaxCutsandJobsAct, #OpportunityZones have been designated to spur development and job creation in Oswego County, New York. Read more from Oswego County News Now:
https://t.co/0nIk76Hpat"
12140,"In the six months since #TaxReform was passed, we’ve seen:
✔️ More jobs
✔️ Bigger paychecks
✔️ Employee bonuses
@NancyPelosi called these “crumbs” 🤔 American workers disagree. #TaxReform https://t.co/9Gnx3yFctI"
12141,"Black Hills Energy customers to see reduction in their bills thanks to savings from the #TaxCutsandJobsAct.
Read more below from @OWHnews ⬇️
https://t.co/yDR6iEyZzQ"
12142,Which of the following has happened since the passage of #TaxReform?
12143,It’s time to support rural America→ Net farm income is approximately half of what it was just five years ago. The #FarmBill18 will strengthen crop insurance and farm programs and provide certainty and predictability for farmers and ranchers during this difficult time. https://t.co/Lb71GpS18P
12144,"The Senate is working hard to deliver a #FarmBill18 that will:
▶︎ Encourage economic growth in rural communities
▶︎ Improve conservation programs
▶︎ Maintain crop insurance as an effective and affordable safety net"
12145,"“Justice Kennedy’s dedication to the law led him to a career of distinguished service to this country. … This is an important moment as we look to the future of the court.” #SCOTUS
Read @SenJohnThune's statement regarding the retirement of Justice Kennedy below ⬇️ https://t.co/51d3YVCXf7"
12146,#SCOTUS https://t.co/Snsr1zU5iA
12147,"”The Republican-led effort to reform and strengthen our nation’s tax code … was a commitment to the American people to help turn things around ... and put the United States back in a more globally competitive position.”
More from @SenJohnThune ⬇️
https://t.co/TJHwO45iUw"
12148,"From tax reform to caring for veterans to fighting sex trafficking, Senate Republicans are getting things done. Take a look at some of the things we’ve accomplished in the last 17 months for the American people. https://t.co/EDzSoMyb6i"
12149,Tune in now as members of the @SenateGOP leadership team brief the press. https://t.co/LNuOAKQROe
12150,"🚨Breaking🚨 The Senate just passed a funding bill that will help:
▶︎ Address our nation’s energy and water development needs
▶︎ Ensure maximum readiness for our troops
▶︎ Make improvements for our nation’s veterans"
12151,"“6 months into the Trump tax law, manufacturing confidence is through the roof” Read more results from a recent survey conducted by @ShopFloorNAM 
https://t.co/1yic5PH5s2"
12152,"More great news for Americans → “Idaho utility rates drop due to tax cuts” Read more from @IBRnews #taxreform 
https://t.co/8Ur9Zi6R5x"
12153,"While @SenateDems
➡️ Distract
➡️ Deny
➡️ Distort
Republicans are getting things done. https://t.co/UyTJCZXOpg"
12154,"“Economic Confidence Rises Among Lower-Income Americans” Read more below about the positive impact #TaxReform is having on lower-income earners from @WSJ ⬇️
https://t.co/swMGKbuYGu"
12155,Tax reform has helped to drive small business optimism to a near-record high. https://t.co/h6gfD1bvkF
12156,"“Baltimore manufacturer: ‘I have never felt as optimistic as I have over the last year’” Read more about the positive effects that #TaxReform is having on the lives of real Americans 👇
https://t.co/FvNfINPgJa"
12157,"When tax reform was passed, there were estimates that it would create 1 million jobs. Just six months after #TaxReform was signed into law … https://t.co/AxlCCvjLS3"
12158,New #OpportunityZones designated across America thanks to #TaxReform https://t.co/dn1umnVMDR
12159,"It’s only been six months since #TaxReform was signed into law, but life is already getting better for American families. https://t.co/XXyabFnDsu"
