,Political Affiliation,tweet,Politician,Word Count,created_time,negative,neutral,positive,polarity
320,Republican,"#Taxreform is a game-changer for the disability community. Don’t let naysayers try to tell you any differently. #BetterOffNow
https://t.co/UFbszJ4uF0",House of Republican,19,Nov 2018,0.0,1.0,0.0,0.0
321,Republican,"Did you see this? → Wages and salaries rose 3.1%, the biggest increase in 10 years. The numbers show that our policies are making Americans #BetterOffNow. https://t.co/X2SQqYKghJ",House of Republican,27,Nov 2018,0.0,0.916,0.084,0.3182
322,Republican,"Republican leadership has delivered a thriving economy that is setting everyday Americans up for success now, and years down the road. #BetterOffNow https://t.co/BToqqWn1zs",House of Republican,23,Nov 2018,0.0,0.85,0.15,0.5719
323,Republican,"Democrats are saying that they are #forthepeople, when in reality their policies will only move this country backwards.
https://t.co/905lGsGrWE",House of Republican,19,Nov 2018,0.0,1.0,0.0,0.0
324,Republican,"These are numbers that you won’t want to miss. → #BetterOffNow
https://t.co/75FUpUlkwt",House of Republican,12,Nov 2018,0.134,0.756,0.109,-0.0772
325,Republican,Did you see this? Consumer confidence just hit an 18-year high. This shows that our pro-growth agenda is delivering big results for everyday Americans. #BetterOffNow https://t.co/16kIscNm9g,House of Republican,26,Nov 2018,0.0,0.883,0.117,0.5106
326,Republican,These are the results that Democrats have been *forgetting* to tell you and your family about. #BetterOffNow https://t.co/ozGoTrIPnm,House of Republican,18,Nov 2018,0.0,1.0,0.0,0.0
327,Republican,"What’s at stake?
→ Your tax cuts
→ Your bonuses
→ Your job opportunities https://t.co/DmF33EDaZE",House of Republican,15,Nov 2018,0.126,0.517,0.356,0.6124
328,Republican,"There’s no doubt about it, this economy is thriving: 
✓ 250,000 new jobs added in October.
✓ 3.7% unemployment -- the lowest in nearly 50 years!
✓ Wages are growing at the fastest rate in nearly a decade.
#BetterOffNow",House of Republican,39,Nov 2018,0.249,0.711,0.04,-0.8313
329,Republican,"We’ve kept our focus on delivering results, not rhetoric, to everyday Americans, making them #BetterOffNow. https://t.co/CEozBVftqq",House of Republican,16,Nov 2018,0.0,1.0,0.0,0.0
330,Republican,"✅ Delivered: More jobs and bigger paychecks to everyday Americans. #BetterOffNow 
https://t.co/cHaqokCitA",House of Republican,12,Nov 2018,0.0,1.0,0.0,0.0
331,Republican,"#Taxreform isn’t Armageddon, it isn’t bad for women, and it isn’t bad for people with disabilities. These scare tactics of the Left haven’t matched reality. Our policies are benefiting everyday Americans. #BetterOffNow https://t.co/Wd5uqwQIH6",House of Republican,33,Nov 2018,0.254,0.746,0.0,-0.8807
332,Republican,"We’ve delivered the economic progress that families, workers, and business owners had been searching for → #BetterOffNow 
https://t.co/Emfe1rcMma",House of Republican,18,Nov 2018,0.0,0.851,0.149,0.4215
333,Republican,"Our bold policy agenda has unleashed a booming economy that’s built for long-term growth. 
→ 250,000 new jobs added
→ 3.7% unemployment
→ 3.1% wage growth 
#BetterOffNow https://t.co/bhTZDZiZKS",House of Republican,28,Nov 2018,0.094,0.651,0.254,0.5994
334,Republican,"⚡️ “Have you seen the October #JobsReport? This economy is thriving.” #BetterOffNow 
https://t.co/qq1dkJG7w4",House of Republican,13,Nov 2018,0.0,1.0,0.0,0.0
335,Republican,".@WSJ: Opportunity Is Coming to a City Near You. #BetterOffNow #TaxReform
https://t.co/r06KdGwARM",House of Republican,12,Nov 2018,0.0,0.781,0.219,0.4215
336,Republican,".@CNBC: Payrolls smash estimates with gain of 250,000, wage gains pass 3% for first time since recession. #JobsReport #BetterOffNow https://t.co/onb8TmElMi",House of Republican,20,Nov 2018,0.109,0.664,0.227,0.4588
337,Republican,"Meet Blake, who runs his own snow cone business in Texas. He’s living his dream and is a reminder to all of us to focus on people’s abilities – not their disabilities. He’s one of the inspirations behind the ABLE provisions in the #TaxCutsandJobsAct. 
https://t.co/dacWiiiuxV",House of Republican,45,Nov 2018,0.0,0.849,0.151,0.7269
338,Republican,"Have you heard? → “Republicans’ decisions have unleashed economic growth, help for citizens,” @RepTrey. #BetterOffNow
https://t.co/ktAn7ejhcM",House of Republican,16,Nov 2018,0.0,0.71,0.29,0.6486
339,Republican,"Our pro-growth policies are delivering real results for everyday Americans and will continue to help families in the future. #BetterOffNow
https://t.co/6Rg5dSoao9",House of Republican,21,Nov 2018,0.0,0.881,0.119,0.4019
340,Republican,"Have you heard? Thanks to the #TaxCutsandJobsAct, Americans in all 50 states are paying lower utility rates. #BetterOffNow https://t.co/vREXgxB1XP",House of Republican,19,Nov 2018,0.1,0.769,0.131,0.1779
341,Republican,Here's a Halloween fright: #whatsatstake without Republican leadership. https://t.co/aDFVDjiQmb,House of Republican,9,Oct 2018,0.271,0.729,0.0,-0.3818
342,Republican,".@ShopFloorNAM: Baker Boy Brings Investment, Jobs and $15M in Donuts to North Dakota…All Thanks to #TaxReform. 
https://t.co/2LcioIOLqR",House of Republican,17,Oct 2018,0.0,0.847,0.153,0.4404
343,Republican,".@MarketWatch: Jobless claims drop 5,000 to 210,000 in mid-October, stick near 50-year low. #BetterOffNow 
https://t.co/UkAUg3tOZz",House of Republican,15,Oct 2018,0.244,0.756,0.0,-0.4939
344,Republican,"You don't want to miss this ➡️ ""Wages and salaries jump by 3.1%, highest level in a decade,"" @CNBC. #BetterOffNow https://t.co/E3wUvyNGb9",House of Republican,21,Oct 2018,0.059,0.871,0.07,0.0572
345,Republican,Did you know? The #TaxCutsandJobsAct gives families and small businesses more opportunity and freedom. Check out more about how everyday Americans are #BetterOffNow thanks to our pro-growth policies → https://t.co/tkVecw4ItX,House of Republican,30,Oct 2018,0.0,0.713,0.287,0.8874
346,Republican,Have you heard? ➡️ consumer confidence rose to an 18-year high in October. #BetterOffNow https://t.co/I1kdzxCPUR,House of Republican,15,Oct 2018,0.0,0.809,0.191,0.5106
347,Republican,".@WSJ: Strong Economy Draws Women into U.S. Labor Force. #BetterOffNow
https://t.co/MCwrwGdkWH",House of Republican,11,Oct 2018,0.0,0.752,0.248,0.5106
348,Republican,".@FoxBusiness: Small business optimism rising, more hiring planned. 
https://t.co/CarPPgbRIF",House of Republican,9,Oct 2018,0.0,0.696,0.304,0.5423
349,Republican,".@CathyMcMorris: House Republicans will continue to lead until breast cancer and the thousands of other diseases without a cure are a thing of the past.
https://t.co/I85hCGBhUp",House of Republican,26,Oct 2018,0.161,0.839,0.0,-0.6597
350,Republican,"There is no place for anti-Semitism, hatred and violence in this country. Our prayers remain with #Pittsburgh, the Jewish community, and for the families of the 11 victims of this horrific attack. https://t.co/5P7CijJn6r",House of Republican,33,Oct 2018,0.429,0.571,0.0,-0.9652
351,Republican,"Have you heard? Today is #TakeBackDay across the country. Dispose of your excess prescription drugs at a collection site near you and join in our efforts to combat the #opioidcrisis. 
https://t.co/KaqvGgc5t6",House of Republican,31,Oct 2018,0.074,0.859,0.067,-0.0516
352,Republican,"And we’re only getting started. Our pro-growth agenda is setting our country up for long-term success. #BetterOffNow
https://t.co/7hPtnhsxFP",House of Republican,18,Oct 2018,0.0,0.821,0.179,0.5719
353,Republican,Our pro-growth policies continue to deliver big results for this economy. #BetterOffNow https://t.co/KtTIMRkwPP,House of Republican,13,Oct 2018,0.0,1.0,0.0,0.0
354,Republican,No longer is “slow-growth” the normal pace for the American economy. Our families and workforce are #BetterOffNow because of our policies. https://t.co/QIkNg5fqKm,House of Republican,22,Oct 2018,0.095,0.905,0.0,-0.296
355,Republican,Hear how our pro-growth and pro-family policies are benefiting everyday Americans all over the country. #BetterOffNow → https://t.co/it1o7FmheU,House of Republican,18,Oct 2018,0.0,1.0,0.0,0.0
356,Republican,".@NYTimes: By almost any measure, the American economy is humming. #BetterOffNow
https://t.co/GhVdZUzCz2",House of Republican,12,Oct 2018,0.0,1.0,0.0,0.0
357,Republican,"Did you hear? @POTUS signed another game changing bill into LAW. #HR6 is the most significant congressional effort against a single drug crisis in history. #opioidcrisis
https://t.co/ekU6SX6k6r",House of Republican,27,Oct 2018,0.136,0.795,0.069,-0.4601
358,Republican,"Don’t let naysayers lead you to believe that #taxreform isn’t delivering real growth to everyday Americans - it is ↴
https://t.co/4jfRsZHaM3",House of Republican,21,Oct 2018,0.0,0.874,0.126,0.3818
359,Republican,Americans  are #BetterOffNow and here are the numbers that prove it → https://t.co/A3NpFZXJHe,House of Republican,13,Oct 2018,0.0,1.0,0.0,0.0
360,Republican,"Did you know about this? → “U.S. retailer group sees 2018 holiday sales up more than 4 percent,” @Reuters. #BetterOffNow
https://t.co/LJSujdWV0t",House of Republican,21,Oct 2018,0.0,0.87,0.13,0.4019
361,Republican,This economy just keeps getting better and better thanks to our pro-growth agenda. Text BETTER to 50589 so you don’t miss a single update.,House of Republican,24,Oct 2018,0.058,0.559,0.383,0.8878
362,Republican,"Americans are more confident, job openings are at an all-time high, and our economy is now the world’s most competitive. Don’t let the Democrats’ rhetoric steer you wrong. #BetterOffNow
https://t.co/hHnZeRJjHo",House of Republican,30,Oct 2018,0.087,0.759,0.154,0.3369
363,Republican,".@SeattleTimes: US employers post record number of open jobs in August. #BetterOffNow
https://t.co/zGxCWXCjhz",House of Republican,13,Oct 2018,0.0,0.902,0.098,0.0772
364,Republican,".@WSJ: U.S. Job Openings Topped 7 Million for the First Time. #BetterOffNow
https://t.co/LQUA5OYHUY",House of Republican,13,Oct 2018,0.0,1.0,0.0,0.0
365,Republican,"The Democrats’ rhetoric is doing nothing to move this country forward. Let your voice be heard. How is your family #BetterOffNow? → 
https://t.co/FWLINQ3qwO",House of Republican,23,Oct 2018,0.0,1.0,0.0,0.0
366,Republican,"Have you heard? → The unemployment rate is at 3.7%, the lowest level since 1969. #BetterOffNow https://t.co/CeE0NtHtOz",House of Republican,17,Oct 2018,0.282,0.718,0.0,-0.6705
367,Republican,People are optimistic about their futures again because they’re able to save more of their hard-earned paychecks. #BetterOffNow https://t.co/nxGgMHhncS,House of Republican,19,Oct 2018,0.0,0.756,0.244,0.6705
368,Republican,"Why do Democrats want to raise your utility bills? We don't know... Even after utility bills have decreased in 48 states, they’re still committed to reversing tax cuts and all of the benefits that have resulted. #BetterOffNow
https://t.co/sVSAdrzFJk",House of Republican,38,Oct 2018,0.052,0.806,0.142,0.4215
369,Republican,".@CNBC: US consumer spending increased steadily in August. #BetterOffNow
https://t.co/sN4KeWRxPm",House of Republican,10,Oct 2018,0.0,0.811,0.189,0.2732
370,Republican,"Despite all of the positive, game-changing news surrounding #taxreform, Democrats continue to look backwards and want to return to the days of high unemployment and crushing regulations. https://t.co/rRCQlqB1MJ",House of Republican,28,Oct 2018,0.157,0.7,0.143,-0.128
371,Republican,Cutting regulations and taxes has restored a new level of confidence among everyday Americans. They’re #BetterOffNow thanks to the work we’ve done in the People’s House. https://t.co/MRjPCX4sHn,House of Republican,27,Oct 2018,0.047,0.685,0.268,0.7964
372,Republican,"Unemployment is ↓
Paychecks are ↑
Confidence is ↑
Don’t let the Democrats’ divisive rhetoric convince you otherwise. #BetterOffNow https://t.co/KGjW2J6T1l",House of Republican,20,Oct 2018,0.131,0.631,0.239,0.34
373,Republican,"Have you heard? “Taxes Will Go Up In Every Congressional District if the TCJA Is Repealed,” @Heritage.
https://t.co/aEA78HySrg",House of Republican,18,Oct 2018,0.0,1.0,0.0,0.0
374,Republican,"This is big news. Our economy is thriving for everyday Americans and we’re competitive again on the world stage. #BetterOffNow
https://t.co/DDfD6SYk0X",House of Republican,21,Oct 2018,0.0,0.922,0.078,0.1779
375,Republican,"Can you believe this? Democrats continue to mislead you about the #TaxCutsandJobsAct’s impact on a number of different communities—including the disability community. Get the facts here: 
https://t.co/UFbszIMTgq",House of Republican,27,Oct 2018,0.0,0.951,0.049,0.0772
376,Republican,"Here are a few ways the people and businesses in our community are benefiting from these pro-growth, pro-family policies — benefits that Democrats want to take away.... #forthepeople.
https://t.co/4jfRsZHaM3",House of Republican,29,Oct 2018,0.0,0.865,0.135,0.4404
377,Republican,".@CNBC: Another great sign for the economy: Job openings hit an all-time high in August. #BetterOffNow
https://t.co/iHd7CAlnCp",House of Republican,17,Oct 2018,0.0,0.796,0.204,0.6249
